Chicken	Duck
DHRS7C	DHRS7C
GSG1L2	GSG1L2
DHRS11	DHRS11
GLP2R	GLP2R
MRM1	MRM1
LHX1	LHX1
PPM1D	PPM1D
APPBP2	APPBP2
GAS7	GAS7
PIGS	PIGS
PSMD12	PSMD12
HELZ	HELZ
CACNG1	CACNG1
CACNG4	CACNG4
CACNG5	CACNG5
PRKCA	PRKCA
SDF2	SDF2
SUPT6H	SUPT6H
APOH	APOH
CEP112	CEP112
TLCD1	TLCD1
TRAF4	TRAF4
FAM222B	FAM222B
MBTD1	MBTD1
UTP18	UTP18
ERAL1	ERAL1
CBX4	CBX4
PPM1E	PPM1E
CBX8	CBX8
CA10	CA10
CBX2	CBX2
TOM1L1	TOM1L1
TRIM37	TRIM37
ENPP7	ENPP7
COX11	COX11
RBFOX3	RBFOX3
MIS12	MIS12
STXBP4	STXBP4
HLF	HLF
SKA2P1	SKA2
CCDC92B	CCDC92B
SPAG9	SPAG9
RPAIN	RPAIN
NUP88	NUP88
MMD	MMD
RAP1GAP2	RAP1GAP2
RABEP1	RABEP1
DHX40	DHX40
IFT22	IFT22
CLTC	CLTC
TOB1	TOB1
COL26A1	COL26A1
PCTP	PCTP
WSCD1	WSCD1
TIMP2	TIMP2
VMP1	VMP1
TUBD1	TUBD1
WFIKKN2	WFIKKN2
MED31	MED31
KIAA0753	KIAA0753
LUC7L3	LUC7L3
RPS6KB1	RPS6KB1
CUX1	CUX1
MAFG	MAFG
ANKRD40	ANKRD40
PITPNM3	PITPNM3
RNFT1	RNFT1
PGS1	PGS1
SOCS3	SOCS3
FBXO39	FBXO39
ENDOV	ENDOV
PRKRIP1	PRKRIP1
TEKT1	TEKT1
RNF213	RNF213
ORAI2	ORAI2
SMTNL2	SMTNL2
CEP95	CEP95
ALKBH4	ALKBH4
SMURF2	SMURF2
MED13	MED13
TBC1D16	TBC1D16
INTS2	INTS2
KPNA2	KPNA2
BRIP1	BRIP1
TBX4	TBX4
BPTF	BPTF
NOL11	NOL11
BCAS3	BCAS3
LRRC75A	LRRC75A
NCBP3	NCBP3
CRK	CRK
TK1	TK1
YWHAE	YWHAE
PIRT	PIRT
RNF222	RNF222
MYO1C	MYO1C
INPP5K	INPP5K
PITPNA	PITPNA
TMC6	TMC6
PRPF8	PRPF8
HGS	HGS
MYH10	MYH10
AATF	AATF
TLCD2	TLCD2
ARHGDIA	ARHGDIA
ACACA	ACACA
TADA2A	TADA2A
PIK3R6	PIK3R6
PIK3R5	PIK3R5
MGAT5B	MGAT5B
DUSP14	DUSP14
MFSD11	MFSD11
AUTS2	AUTS2
METTL23	METTL23
GATSL2	CASTOR2
RCC1L	RCC1L
JMJD6	JMJD6
NCF1C	NCF1
ST6GALNAC1	ST6GALNAC1
RGS9	RGS9
GTF2IRD1	GTF2IRD1
GNA13	GNA13
WDR81	WDR81
CLIP2	CLIP2
SLC16A6	SLC16A6
SERPINF1	SERPINF1
ST6GALNAC2	ST6GALNAC2
RPA1	RPA1
RTN4RL1	RTN4RL1
DPH1	DPH1
WIPI1	WIPI1
RHBDF2	RHBDF2
AANAT	AANAT
HIC1	HIC1
UBE2O	UBE2O
SLC46A1	SLC46A1
B3GNTL1	B3GNTL1
SLC13A2	SLC13A2
FOXN1	FOXN1
UNC119	UNC119
ABCA5	ABCA5
RFC2	RFC2
TBCD	TBCD
EIF4H	EIF4H
MYBBP1A	MYBBP1A
MAP2K6	MAP2K6
ZNF750	ZNF750
SPNS3	SPNS3
FN3K	FN3K
UBE2G1	UBE2G1
FN3KRP	FN3KRP
WDR45B	WDR45B
FOXK2	FOXK2
SPHK1	SPHK1
PRPSAP1	PRPSAP1
FOXJ1	FOXJ1
SSTR2	SSTR2
COG1	COG1
RPL38	RPL38
BTBD17	BTBD17
VEZF1	VEZF1
PDE6G	PDE6G
TSPAN10	TSPAN10
WBSCR22	BUD23
MRPS23	MRPS23
STX1A	STX1A
AKAP1	AKAP1
FSCN2	FSCN2
SLC38A10	SLC38A10
BCL7B	BCL7B
TBL2	TBL2
TEPSIN	TEPSIN
CEP131	CEP131
EVI2A	EVI2A
MLXIPL	MLXIPL
NF1	NF1
BAZ1B	BAZ1B
FZD9	FZD9
FKBP6	FKBP6
TRIM50	TRIM50
AATK	AATK
NSUN5	NSUN5
OMG	OMG
WSB1	WSB1
HIP1	HIP1
BAIAP2	BAIAP2
NOS2	NOS2
ADPRM	ADPRM
NLK	NLK
TMEM97	TMEM97
TNFAIP1	TNFAIP1
MAP2K4	MAP2K4
SGSM2	SGSM2
ATP2A3	ATP2A3
NOG	NOG
WBSCR17	GALNT17
P2RX1	P2RX1
DGKE	DGKE
SCPEP1	SCPEP1
TRIM25	TRIM25
COIL	COIL
RAB11FIP4	RAB11FIP4
UTP6	UTP6
SUZ12	SUZ12
PAFAH1B1	PAFAH1B1
CRLF3	CRLF3
CLUH	CLUH
ADAP2	ADAP2
SUPT4H1	SUPT4H1
RNF43	RNF43
RHOT1	RHOT1
HSF5	HSF5
MTMR4	MTMR4
RHBDL3	RHBDL3
ABHD11	ABHD11
ZNF207	ZNF207
WBSCR27	METTL27
ERN1	ERN1
YWHAG	YWHAG
SRRM3	SRRM3
MDH2	MDH2
POR	POR
TAF15	TAF15
MMP28	MMP28
AP2B1	AP2B1
UNC45B	UNC45B
LIG3	LIG3
TMEM132E	TMEM132E
POLG2	POLG2
DDX5	DDX5
EPN3	EPN3
NAT9	NAT9
MYCBPAP	MYCBPAP
MRPS17	MRPS17
NIPSNAP2	NIPSNAP2
PSPH	PSPH
ACSF2	ACSF2
LRRC59	LRRC59
EME1	EME1
XYLT2	XYLT2
VKORC1L1	VKORC1L1
GUSB	GUSB
SLC9A3R1	NHERF1
TMEM104	TMEM104
CRCP	CRCP
HID1	HID1
TPST1	TPST1
GRIN2C	GRIN2C
KCTD7	KCTD7
TMEM248	TMEM248
FDXR	FDXR
FADS6	FADS6
PHF12	PHF12
USH1G	USH1G
OTOP2	OTOP2
OTOP3	OTOP3
CDR2L	CDR2L
KCTD2	KCTD2
SLC16A5	SLC16A5
CRYBA1	CRYBA1
HN1	JPT1
TAOK1	TAOK1
GIT1	GIT1
NUP85	NUP85
GGA3	GGA3
MRPS7	MRPS7
MIF4GD	MIF4GD
SLC25A19	SLC25A19
GRB2	GRB2
SSH2	SSH2
NSRP1	NSRP1
TMEM94	TMEM94
SLC6A4	SLC6A4
BLMH	BLMH
CPD	CPD
GALR2	GALR2
GOSR1	GOSR1
TIMM22	TIMM22
EXOC7	EXOC7
SPECC1	SPECC1
ADORA2B	ADORA2B
CACNA1G	CACNA1G
TSEN54	TSEN54
SEPTIN9	SEPTIN9
TNRC6C	TNRC6C
TTC19	TTC19
PIGL	PIGL
SEC14L1	SEC14L1
SRP68	SRP68
P2RX5	P2RX5
GSG2	HASPIN
EMC6	EMC6
MYOCD	MYOCD
CTNS	CTNS
SHPK	SHPK
TRPV1	TRPV1
TRPV3	TRPV3
CDK3	CDK3
ASPA	ASPA
TEN1	TEN1
SPATA22	SPATA22
AKAP10	AKAP10
NLE1	NLE1
ACOX1	ACOX1
ULK2	ULK2
MRPL38	MRPL38
GEMIN4	GEMIN4
KCNJ16	KCNJ16
GLOD4	GLOD4
KCNJ2	KCNJ2
FAM57A	TLCD3A
SOX9	SOX9
VPS53	VPS53
RFLNB	RFLNB
WBP2	WBP2
DOC2B	DOC2B
TEX14	TEX14
UNC13D	UNC13D
UNK	UNK
RAD51C	RAD51C
GALK1	GALK1
ITGB4	ITGB4
SMIM5	SMIM5
CSNK1D	CSNK1D
SLC16A3	SLC16A3
FASN	FASN
NTN1	NTN1
GGNBP2	GGNBP2
KIAA0100	BLTP2
GDPD1	GDPD1
TEKT3	TEKT3
SYNRG	SYNRG
SERPINF2	SERPINF2
PMP22	PMP22
COX10	COX10
METRNL	METRNL
MYADML2	MYADML2
RFFL	RFFL
RABGEF1	RABGEF1
FLOT2	FLOT2
GPS1	GPS1
C1QTNF1	C1QTNF1
P4HB	P4HB
RAB40B	RAB40B
GPRC5C	GPRC5C
LLGL2	LLGL2
FBF1	FBF1
LRRFIP1	LRRFIP1
PCBP3	PCBP3
SORBS1	SORBS1
PPFIBP1	PPFIBP1
MAPT	MAPT
GARNL3	GARNL3
FCRL4	LOC119713830
FCGBP	FCGBP
ARHGEF9	ARHGEF9
PLEKHA6	PLEKHA6
OBSCN	OBSCN
IP6K1	IP6K1
ANKFN1L	LOC101801820
ANK2	ANK2
LOC423110	LOC101804808
ARHGEF10L	ARHGEF10L
DMD	DMD
C11orf24	LOC101803041
CLEC5A	LOC119714450
KMT2C	KMT2C
MAP7D3	MAP7D3
LOC769232	LOC106020188
PTPRC	PTPRC
MACF1	MACF1
LCLAT1	LCLAT1
LOC431324	LOC119713831
UNKL	UNKL
NUFIP2	NUFIP2
PAK1	PAK1
LOC101748867	LOC101804044
BPIFB3	LOC101794408
SENP7	SENP7
LOC100858260	LOC101802936
LOC107050955	PLEC
LOC420965	LOC101789676
ALMS1	ALMS1
PPP1R12B	PPP1R12B
KCTD17	KCTD17
TBL1X	TBL1X
PPP1R19L	LOC101790227
ZNF532	ZNF532
CTNND1	CTNND1
ANKRD6	ANKRD6
CAMKK1	CAMKK1
CSPP1	CSPP1
ELMO1	ELMO1
FANCA	FANCA
PALM2AKAP2	PALM2AKAP2
TPK1	TPK1
HORMAD2	HORMAD2
C14ORF39	C5H14orf39
ELMOD3	ELMOD3
CDC42EP4	CDC42EP4
ZHX2	ZHX2
ZBBX	ZBBX
COL3A1	COL3A1
DBNDD1	DBNDD1
GGT2	GGT1
INTS6L	SAGE1
BBS9	BBS9
AOPEP	AOPEP
TCF4	TCF4
KIAA1210	KIAA1210
LOC100858953	LOC106020613
SLC29A1	SLC29A1
LOC422151	LOC119717858
LOC121106455	ATXN1
ZNF618	ZNF618
PSD3	PSD3
LRRC56	LRRC56
CCDC91	CCDC91
BTN1	LOC101791922
GNG7	GNG7
LOC430422	LOC101803302
FYCO1	FYCO1
CDH19	LOC101793040
LYRM9	LYRM9
TMEM229B	TMEM229B
CARD19	CARD19
OSGIN1	OSGIN1
HAGH	LOC101795084
USP42	USP42
C1orf159	C22H1orf159
LOC769512	LOC101793288
SLC39A10	SLC39A10
MARCH7	MARCHF7
TMC5	TMC5
FAM168A	FAM168A
NINL	LOC101803001
DUSP11RC1I	LOC101797887
TSPOAP1	TSPOAP1
MOB3B	MOB3B
IQCM	IQCM
LOC100858360	LOC119718018
ZFP92	LOC101794005
RHOBTB1	RHOBTB1
LOC419390	LOC101799414
DCTN1	DCTN1
CDC7	CDC7
PATJ	PATJ
GOLGA2	GOLGA2
EPB41L1	EPB41L1
POC5	POC5
LOC112531056	SALL2
HSD11B1L	HSD11B1L
FAM21C	WASHC2C
CD200	LOC101789532
CREM	CREM
PAK5	PAK5
DENND2B	DENND2B
USP54	USP54
GPSM2	GPSM2
KIAA1958	KIAA1958
DTNB	DTNB
DYSF	DYSF
LGALS2	LGALS2
LRCH3	LRCH3
TCTN3	TCTN3
SOCS1L	LOC101791515
ARSG	ARSG
GTSF2	GTSF1
PCLO	PCLO
LOC374195	LOC101804420
OPN4-1	LOC101798268
SDCCAG8	SDCCAG8
NUDT9	NUDT9
SGO2	SGO2
CIITA	CIITA
CABCOCO1	CABCOCO1
MPPED1	MPPED1
LOC416086	LOC101797576
HSPG2	HSPG2
WNK4	WNK4
TTC3	TTC3
CD101	CD101
TRDN	TRDN
CCDC73	CCDC73
EFCAB4B	CRACR2B
YPEL2	YPEL2
TPD52	TPD52
DAZL	DAZL
USP49	USP49
RPH3AL	RPH3AL
SPEG	SPEG
PLEKHG1	PLEKHG1
TTC31	TTC31
LOC422609	LOC101798609
ZDHHC20	ZDHHC20
MCTP1	MCTP1
GTF2I	GTF2I
UNC13A	UNC13A
PALLD	PALLD
FAM35A	SHLD2
COL23A1	COL23A1
EMSY	EMSY
CFAP74	CFAP74
SELE	SELE
DPH6	DPH6
TBX3	TBX3
C2CD2L	C2CD2L
LOC101748775	LOC101797126
LOC415758	LOC101792714
HPCAL1	HPCAL1
VRK2	VRK2
PLEKHG4	PLEKHG4
CRYZL1	CRYZL1
LOC420992	LOC101793077
UTRN	UTRN
CEP57L1	CEP57L1
COL19A1	COL19A1
FAM188B2	MINDY4B
CNTN6	LOC101794429
IL1RL2	LOC101794359
FPGS	FPGS
TEX2	TEX2
TJAP1	TJAP1
PTK2B	PTK2B
CAPRIN2	CAPRIN2
GRAMD1B	GRAMD1B
EFCAB5	EFCAB5
CHD6	CHD6
NPR1	LOC101804639
MEI1	MEI1
AKAP17B	LOC101799930
LOC415641	LOC101803508
SPTBN1	SPTBN1
NLRP3	NLRP3
COMMD10	COMMD10
ARSH	LOC101792097
PTPRJ	PTPRJ
INF2	LOC101799876
MARCH1	MARCHF1
ZNF280D	ZNF280D
SLC2A11L5	LOC119718548
PECAM1	PECAM1
ARHGAP33	ARHGAP32
NMRK1	NMRK1
ZGRF1	ZGRF1
PTPN13	PTPN13
MAP4	MAP4
CTNND2	CTNND2
MACROD2	MACROD2
RD3	RD3
TEX9	TEX9
PLEKHG5	PLEKHG5
HHLA2	HHLA2
MYLKSML	LOC101800032
DDX11	DDX11
ATF7	LOC101794328
TMPRSS11F	TMPRSS11E
MGMT	MGMT
ANKRD31	ANKRD31
NEDD1	NEDD1
CDC14B	CDC14B
SUGP2	SUGP2
LIMS1	LIMS1
ARL2	LOC101798466
TCF20	TCF20
XKRX	XKRX
BEND2	BEND2
TBC1D7	TBC1D7
LOC421506	LOC101792586
IPCEF1	IPCEF1
ITSN2	ITSN2
ANKHD1	ANKHD1
L3MBTL4	LOC101804293
PAK4	PAK4
CD274	CD274
ALK	ALK
SYCP2	SYCP2
NME8	NME8
C5H11ORF9	MYRF
ZC3HAV1	LOC101795565
ACLY	ACLY
ABHD18	ABHD18
OSTN	OSTN
CMC2	CMC2
PALM	PALM
CUEDC2	CUEDC2
FHIT	FHIT
HMGA1	HMGA1
BTK	BTK
MX1	LOC101793492
ARHGEF10	ARHGEF10
MUC13	MUC13
UBE2T	UBE2T
EVA1A	EVA1A
C21orf62	EPCIP
ELMSAN1	MIDEAS
ADAMTSL2L	LOC101797716
CMTR2	CMTR2
RPH3A	RPH3A
CDK2AP1	CDK2AP1
GAPVD1	GAPVD1
ERCC6L2	ERCC6L2
XNDC1N	XNDC1N
LAMA2	LAMA2
VWCE	VWCE
SYNE2	SYNE2
PIGQ	PIGQ
C20orf173	ST3GAL4
SYNJ1	SYNJ1
TACC1	TACC1
NAV1	NAV1
SLC9B2	SLC9B2
ELP4	ELP4
LOC107048990	ZNF217
KLKB1	LOC101805242
STARD8	STARD8
MYO18A	MYO18A
GPAT2	GPAT2
LAT2	LAT2
CENPP	CENPP
MDM2	MDM2
CHST6	LOC113845196
ANKRD26	ANKRD26
SLC4A1	SLC4A1
RABGAP1L	RABGAP1L
SQRDL	SQOR
GJB6	LOC101797703
STAT5A	LOC101790203
MIER2	MIER2
RSPH10B	LOC101803177
ABCC10	ABCC10
MSH4	MSH4
AQP7	LOC101796631
OSMR	LOC101802348
CETN1L	LOC101790455
CFAP97	CFAP97
CAMKK2	CAMKK2
FCN2	LOC101791581
XAF1	XAF1
CDCA2	CDCA2
LOC101750583	LOC101796873
PXN	PXN
RAD9B	RAD9B
TMEM150C	TMEM150C
MGARP	MGARP
SHROOM4	SHROOM4
EVA1CL	LOC101804640
LOC101749023	LNX2
DLGAP1	DLGAP1
C21orf58	C7H21orf58
GRB14	GRB14
LOC418355	LOC106017354
SLC26A11	SLC26A11
LOXL3	LOXL3
VDAC3	VDAC3
CASKIN2	CASKIN2
SH3PXD2B	SH3PXD2B
LOC121107741	JSRP1
TMEM63C	TMEM63C
SLC2A9L	LOC101797540
KLHL20	KLHL20
CPT1A	LOC101799612
WIPF1	WIPF1
BDKRB2	BDKRB2
MICAL1	MICAL1
C12orf75	C1H12orf75
RTTN	RTTN
CDC42SE2	CDC42SE2
ABCG2	LOC101797254
DPEP2	LOC101794820
BLEC1	LOC119718654
OVOA	LOC101797179
AGTR1	AGTR1
SH2D5	KIF17
CMC4	CMC4
KIAA0513	KIAA0513
LOC428541	LOC106019325
RNF19AL	LOC101792819
TPTE	LOC101794119
LOC769510	LOC101798325
STEAP2	LOC101797298
PIGN	PIGN
NLRP1L	LOC110354120
PCASP3	LOC101794933
WDR72	WDR72
DNAAF8	DNAAF8
NF2L	LOC101791895
LOC419409	LOC101797871
SAFB2	LOC101804703
CCDC146	CCDC146
LOC421982	LOC101790801
MFSD10	MFSD10
AMN1	AMN1
CERKL	CERKL
MAP3K20	MAP3K20
KIAA1644	SHISAL1
RUBCN	RUBCN
TERB1	TERB1
LOC101749151	LOC101799014
ZBTB46	ZBTB46
PSRC1	PSRC1
PI16	PI16
CSNK1G2	CSNK1G2
LOC426820	LOC101804154
LCA5L	LCA5L
SLCO1B1	LOC101799801
LRGUK	LRGUK
SYTL2	SYTL2
ANKFN1	ANKFN1
HNRNPC	HNRNPC
C8orf88	C2H8orf88
LOC101747844	LOC101790054
LOC121109303	GUCA1C
B3GALT5	B3GALT5
TANGO2	TANGO2
TSEN2	TSEN2
GLT1D1	GLT1D1
SLC16A9	SLC16A9
ERCC5	ERCC5
C4	C4B
RBMXL1	RBMX
ANKRD16	ANKRD16
METTL15P1	METTL15
HYKK	HYKK
GPR146	GPR146
COX20	COX20
AP3S2	AP3S2
PKIG	PKIG
TMEM136-1	LOC101802115
SLC13A5	SLC13A5
ZNF335	ZNF335
MGAT3	MGAT3
HOPX	HOPX
USP40	USP40
EDNRB2	LOC101805249
K123	LOC101790301
HSD3B1	HSD3B1
COL11A1	COL11A1
PRUNE2	PRUNE2
SYTL5	SYTL5
C26H6ORF222	ETV7
LOC420807	LOC101803570
SLITRK4	SLITRK4
LOC430697	LOC101791703
LOC422353	LOC101800056
C15orf52	CCDC9B
LOC416530	LOC101797262
LOC416622	LOC101799791
DNAH3	DNAH3
ADGRD2	ADGRD2
DCAKD	DCAKD
CERS4	CERS4
KCNIP3	KCNIP3
TPM2	TPM2
TSGA10	TSGA10
LGALSL2	LOC101802015
SGIP1	SGIP1
ZFYVE9	ZFYVE9
IFFO1	IFFO1
DTX2	DTX2
RAB34	RAB34
ZMYM4	LOC101796704
DIXDC1	DIXDC1
ARHGEF11	ARHGEF11
PCBP2	PCBP2
LOC107049673	LOC119713767
SLC5A5	SLC5A5
SMARCC2	SMARCC2
ZNF648	LOC101800600
F13B	LOC101798333
NMNAT3	NMNAT3
GPC2	LOC101803486
IQCK	IQCK
C7orf50	CHLSN
LOC417013	LOC101794959
RAP1GAP1	RAP1GAP
STAT6	STAT6
REC8	REC8
C9orf84	SHOC1
BRF1	BRF1
ANK3	ANK3
LOC415414	LOC101792590
LOC419250	LOC106019329
LOC107050420	ARAP1
SYCP2L	SYCP2L
C4H4ORF50	C4H4orf50
C6orf89	C27H6orf89
DDR1	LOC101791127
STRADA	STRADA
SGTA	SGTA
BRPF1	BRPF1
HIST1H2B8	LOC101797338
HIST1H2B5	LOC101798361
SFTPA1	SFTPA
WWP2	WWP2
NCF4	NCF4
PRC1	PRC1
FXYD6	FXYD6
CXCR7	ACKR3
C2orf42	C23H2orf42
COX16	COX16
RAD51D	RAD51D
GAS2	GAS2
TERF2	TERF2
PPP1R7	PPP1R7
WDR89	WDR89
TM4SF1a	LOC101802349
CMKLR1	CMKLR1
SPTSSB	SPTSSB
MEIG1	MEIG1
CD7	CD7
EMCN	EMCN
IFNAR2	IFNAR2
TLR5	TLR5
MBL2	MBL
ABCB1	ABCB1
AKAP9	AKAP9
SEPTIN4	SEPTIN4
ARMC4	ODAD2
ANKRD46	LOC101793175
CABIN1	CABIN1
LOC421690	LOC101799763
AHI1	AHI1
HERPUD2	HERPUD2
C7orf25	C2H7orf25
FAM184A	FAM184A
LOC423731	LOC101791401
LNPK	LNPK
PDE4DIP	PDE4DIP
CHCHD6	CHCHD6
SMG6	SMG6
PDCD1LG2	LOC101798906
BDP1	BDP1
LOC427439	NIPBL
AFF3	AFF3
C9orf142	PAXX
LOC419074	RRP8
PPP1R9A	PPP1R9A
MAPRE3	MAPRE3
RAB28	RAB28
RESF1	RESF1
PNPLA3	LOC101802708
ACSM3	LOC101793832
FBLIM1	FBLIM1
LOC419677	LOC119713674
PBXIP1	PBXIP1
GATAD2A	GATAD2A
USP43	USP43
LOC419333	LOC101796210
LOC101748951	LOC101793105
UBTF	UBTF
TNS2	TNS2
TESPA1	TESPA1
CPNE4	CPNE4
CCDC102B	CCDC102B
SOGA3	MTCL3
FAM219B	FAM219B
LRRIQ1	LRRIQ1
LOC101747382	LOC101796328
CCDC113	CFAP263
MED15	MED15
C12orf50	C1H12orf50
LRRC72	LRRC72
LOC101749138	ZNF467
CHRM2	CHRM2
RGS12	RGS12
TNKS1BP1	TNKS1BP1
FAM207A	SLX9
BLACAT1	BLACAT1
MPL	MPL
TMEM263	TMEM263
WASHC1	WASHC1
KIZ	KIZ
SLC19A1	SLC19A1
ARFGAP3	ARFGAP3
BAP1	BAP1
NACC2	NACC2
FAM104A	VCF1
TMEM68	LOC101800195
TTLL5	TTLL5
HCLS1	LOC101793940
ZNF512B	ZNF512B
ABI1	ABI1
TLR2	TLR2
CCR5	LOC101800757
H2AFY2	MACROH2A2
CEP19	CEP19
SZT2	SZT2
C2orf76	C7H2orf76
NDP	NDP
MRRFP1	MRRF
SMAD2	SMAD2
LIFR	LOC101802159
MAFK	MAFK
PTPRA	PTPRA
INCENP	INCENP
LOC396380	LOC101796851
PDPN	PDPN
METTL21EP	LOC101800810
KLC2	KLC4
RNF24	RNF24
MIA2	MIA2
SCN1A	LOC101798680
ZNF710	ZNF710
PSD2	PSD2
C1orf186	RHEX
TCTE1	TCTE1
TRMT5	TRMT5
TMEM125	TMEM125
PAK2	PAK2
NCAPH2	NCAPH2
A2ML2	LOC101795816
DST	DST
LTK	LTK
SRRL	LOC101802992
SEC24C	SEC24C
PANK1	PANK1
ARHGEF1	LOC101792439
SYNGAP1	RASAL2
TTC16	TTC16
TRPV2	LOC101798148
ARHGAP39L	LOC113841953
TMEM45L	LOC101794943
LOC101748203	LOC113845669
PJA2	PJA2
GATAD2B	GATAD2B
TSC22D1	TSC22D1
DDHD1	DDHD1
PATL2	PATL2
ST6GALNAC6	ST6GALNAC6
LCMT2	LCMT2
ABCB5	ABCB5
LARP4B	LARP4B
LOC421106	SPIDR
RMDN2	RMDN2
LYST	LYST
AGBL5	AGBL5
OTOF	OTOF
RAB11FIP5	RAB11FIP5
MICAL2	MICAL2
IGFBP2	IGFBP2
RFX7	RFX7
DNAH12	DNAH12
HEXDCL	LOC101799820
TGIF2	TGIF2
ESPN	ESPN
CROCC	CROCC
ADGRB2	ADGRB2
OPCML	LOC101804279
LOC101750908	LOC119713851
PLCD3	PLCD3
FAM107B	FAM107B
CBX5	CBX5
SMAGP	SMAGP
BAZ2A	BAZ2A
TMEM220	TMEM220
PHC2	PHC2
PEBP4	PEBP4
ABCC13	LOC101794339
RCOR3	RCOR3
KBTBD11	KBTBD11
LOC107051757	CXXC4
RUFY4	RUFY4
LOC424300	LOC101796734
DUSP22AL	LOC106016036
LOC101749540	SMIM32
LOC121106743	LOC139998657
A2ML1	LOC101795253
CCDC157	CCDC157
CD300LF	LOC101801768
RNF38	RNF38
LOC101750948	LOC101798362
GRIK2	GRIK2
TDH	LOC101794341
SENP5	SENP5
GUCY1B4	LOC101796516
PDE8A	LOC101793360
SFI1	SFI1
MARCH3	MARCHF3
ALPK2	ALPK2
LOC121106461	BACH2
LOC100859173	LOC119717812
IFI27L2	LOC101796567
TCOF1	TCOF1
IL1RL1	LOC101795572
AURKAIP1	AURKAIP1
TRIM59	TRIM59
CD72	CD72
ZC3H3	ZC3H3
LOC395100	LOC101801596
PIWIL1	PIWIL1
LOC422426	LOC101789404
CTNNA3	CTNNA3
TIMM9	TIMM9
CENPT	CENPT
FAM103A1	RAMAC
PSMB5	PSMB5
TSPO	TSPO
SH2D1B	SH2D1B
SCN9A	LOC101798011
S100A1	S100A1
TMEM136	LOC101801660
ASPSCR1	ASPSCR1
DBN1	DBN1
ZDHHC5	ZDHHC5
TNFRSF8	TNFRSF8
PLEKHA2	PLEKHA2
RGN	LOC101796441
PRPH2L	LOC101791108
SULT	LOC101790335
XRRA1	XRRA1
SLC36A1	LOC101804862
MTHFD2L	LOC101797763
PLA2G4EL2	LOC101794221
DNAH7	DNAH7
SCN3A	LOC101802370
LOC427783	LOC101803756
CDK12	CDK12
SPATA1	SPATA1
LOC424748	LOC101797199
DUSP27	STYXL2
RNF151	LOC101792930
PASD1	PASD1
CCDC88B	CCDC88C
C10orf71	C6H10orf71
FAM196A	INSYN2A
MLF1	MLF1
AADAC	AADAC
ZNF319	ZNF319
NEK4	NEK4
SH3RF2	SH3RF2
SEPTIN12	SEPTIN12
KDM2B	KDM2B
HCK	HCK
ARHGEF16	ARHGEF16
C1orf167	C22H1orf167
GJB5	LOC139998556
LOC124416941	NEDD4L
ADPRHL	LOC119714812
TCF7L1	TCF7L1
DAO	DAO
LOC100858664	LOC101803238
DGKK	DGKK
MTUS2	MTUS2
C8orf34	C2H8orf34
SLC7A7	LOC101800982
MAP9	MAP9
FIP1L1	FIP1L1
LOC423226	LOC101793679
WDR62	MAPKBP1
UVS2	LOC101789509
C11orf49	CSTPP1
FOXN3	FOXN3
NTL	LOC101802664
C10orf128	TMEM273
KCTD18	KCTD18
RASSF8	RASSF8
C3orf18	C13H3orf18
LOC101748153	LOC113845089
COL7A1	COL7A1
C7orf62	TEX47
GAA2	LOC113845291
C16orf96	C15H16orf96
ARHGAP44	ARHGAP44
LOC100857706	LOC101791571
SRC	SRC
WHSC1L1	NSD3
KANSL3	KANSL3
LOC107055072	SMIM35
PIK3C2B	PIK3C2B
RAB44	RAB44
ACBD4	ACBD4
CASC3	CASC3
BABAM1	BABAM1
COL27A1	COL27A1
TEX12	TEX12
SRGAP2	SRGAP2
ARHGAP27	ARHGAP27
LOC100858505	TLE2
GNA14	LOC101793706
SLC5A3	SLC5A3
PQLC1	SLC66A2
C10orf67	C2H10orf67
TRAF3IP2	TRAF3IP2
LOC100859468	LOC101789516
SHROOM1	SHROOM1
LOC124416952	SRRM4
ADAMTS13	ADAMTS13
ANKRD60	ANKRD60
TSPAN15L	LOC119713567
NTM	LOC110353623
SMAD4	LOC119713770
SLC25A51	SLC25A51
AGBL3	AGBL3
LDLRAD4	LDLRAD4
ANKS1B	ANKS1B
WDR64	WDR64
ESPNL	ESPNL
LOC416169	LOC101800452
ALG1	ALG1
KLHDC8A	KLHDC8A
KCNJ15	KCNJ15
NOS1AP	NOS1AP
THPO	THPO
PNAT3	LOC101791461
ANP32E	ANP32E
TLR1A	TLR1-A
CBLL1	CBLL1
P2RY8	P2RY8
HNF4beta	LOC101797468
TMEM184B	TMEM184B
OVALY	LOC101802317
OVALX	LOC101801793
NRK	NRK
RFXANK	RFXANK
FOXN2	FOXN2
CD320	CD320
MDK	MDK
SOCS6	SOCS6
MCHR2	LOC101791078
RAMP3	RAMP3
COL4A2	COL4A2
PITX1	PITX1
NUMA1	NUMA1
ZSWIM7	ZSWIM7
HMGCL	HMGCL
MTIF2	MTIF2
PUS10	PUS10
FKBP8	FKBP8
TBC1D24	TBC1D24
LOC427025	LOC101793805
FBXL21	FBXL21P
MIA3	MIA3
IL16	IL16
AAMDC	AAMDC
RASA4B	LOC101795631
PLIN4	LOC113845629
SLCO1B3	LOC101800257
NEU3	NEU3
DAAM1	DAAM1
VENTX	LOC106015122
RPRD2	RPRD2
FMN2	FMN2
PRMT5	PRMT5
KCNJ12	LOC101803171
ELOVL1	ELOVL1
MRE11	MRE11
PROC	PROC
CENPF	CENPF
GALR3	GALR3
